card_name,f1,f1_sig_strike_per,f1_sig_strike_total,f1_td_attempt,f1_td_succeed,f2,f2_sig_strike_per,f2_sig_strike_total,f2_td_attempt,f2_td_succeed,fights_location,round_format,round_fought,weight_class,winner,winning_method,fight_year,SApM_f1,SLpM_f1,height_f1,reach_f1,stance_f1,strAcc_f1,strDef_f1,subAvg_f1,tdAcc_f1,tdAvg_f1,tdDef_f1,weight_f1,born_year_f1,win_f1,lose_f1,draw_f1,nc_f1,SApM_f2,SLpM_f2,height_f2,reach_f2,stance_f2,strAcc_f2,strDef_f2,subAvg_f2,tdAcc_f2,tdAvg_f2,tdDef_f2,weight_f2,born_year_f2,win_f2,lose_f2,draw_f2,nc_f2,f1_age_when_fight,f2_age_when_fight
UFC on FOX: Dillashaw vs. Barao II,Jim Miller,0.4,110.0,3.0,2.0,Danny Castillo,0.33,103.0,6.0,0.0,"Chicago, Illinois, USA",3.0,3.0,Lightweight,1.0,S-DEC,2015.0,3.44,2.92,172.72,71.0,Southpaw,0.42,0.56,1.7,0.45,1.5,0.48,155,1983,38,19,0,1,1.96,2.57,175.26,71.0,Orthodox,0.42,0.62,0.2,0.38,2.95,0.63,155.0,1979.0,17.0,10.0,0.0,0.0,32.0,36.0
UFC on FOX: Dillashaw vs. Barao II,Joe Lauzon,0.57,26.0,1.0,1.0,Takanori Gomi,0.29,24.0,0.0,0.0,"Chicago, Illinois, USA",3.0,1.0,Lightweight,1.0,KO/TKO,2015.0,5.39,2.84,177.8,71.0,Orthodox,0.39,0.54,2.0,0.45,2.39,0.54,155,1984,28,16,0,0,3.52,3.81,170.18,70.0,Southpaw,0.41,0.6,0.8,0.65,1.23,0.63,155.0,1978.0,35.0,14.0,0.0,1.0,31.0,37.0
UFC on FOX: Dillashaw vs. Barao II,Tom Lawlor,0.48,64.0,1.0,1.0,Gian Villante,0.42,52.0,1.0,0.0,"Chicago, Illinois, USA",3.0,2.0,Light Heavyweight,1.0,KO/TKO,2015.0,2.41,2.5,182.88,74.0,Southpaw,0.42,0.6,1.4,0.32,2.46,0.57,205,1983,10,6,0,1,5.47,4.38,190.5,76.0,Orthodox,0.44,0.55,0.0,0.23,0.45,0.83,230.0,1985.0,17.0,14.0,0.0,0.0,32.0,30.0
UFC on FOX: Dillashaw vs. Barao II,Bryan Caraway,0.28,180.0,1.0,0.0,Eddie Wineland,0.32,190.0,12.0,0.0,"Chicago, Illinois, USA",3.0,3.0,Bantamweight,1.0,U-DEC,2015.0,3.61,2.53,172.72,68.0,Orthodox,0.34,0.54,0.8,0.25,2.57,0.8,135,1984,21,9,0,0,3.76,3.4,170.18,69.0,Orthodox,0.29,0.68,0.1,0.33,0.34,0.86,135.0,1984.0,24.0,16.0,1.0,0.0,31.0,31.0
UFC on FOX: Dillashaw vs. Barao II,Miesha Tate,0.47,122.0,4.0,1.0,Jessica Eye,0.39,143.0,0.0,0.0,"Chicago, Illinois, USA",3.0,3.0,Women's Bantamweight,1.0,U-DEC,2015.0,3.05,2.62,167.64000000000001,65.0,Orthodox,0.44,0.51,1.2,0.3,1.97,0.56,135,1986,20,10,0,0,4.19,3.86,167.64000000000001,66.0,Orthodox,0.37,0.55,0.5,0.4,0.58,0.57,125.0,1986.0,15.0,11.0,0.0,1.0,29.0,29.0
UFC on FOX: Dillashaw vs. Barao II,Edson Barboza,0.47,135.0,1.0,0.0,Paul Felder,0.31,150.0,1.0,0.0,"Chicago, Illinois, USA",3.0,3.0,Lightweight,1.0,U-DEC,2015.0,4.65,4.11,180.34,75.0,Orthodox,0.44,0.56,0.1,0.5,0.45,0.72,155,1986,24,12,0,0,3.44,3.7,180.34,70.0,Orthodox,0.44,0.48,0.2,0.28,0.29,0.64,155.0,1984.0,17.0,6.0,0.0,0.0,29.0,31.0
UFC 190: Rousey vs Correia,Guido Cannetti,0.34,38.0,15.0,1.0,Hugo Viana,0.62,51.0,7.0,4.0,"Rio de Janeiro, Rio de Janeiro, Brazil",3.0,3.0,Bantamweight,1.0,U-DEC,2015.0,2.84,3.44,167.64000000000001,68.0,Southpaw,0.55,0.51,0.4,0.55,2.27,0.64,135,1979,10,8,0,0,3.2,3.05,167.64000000000001,67.0,Orthodox,0.38,0.57,0.0,0.06,0.22,0.5,135.0,1982.0,8.0,4.0,0.0,0.0,36.0,33.0
UFC on FOX: Dillashaw vs. Barao II,Renan Barao,0.55,212.0,5.0,0.0,TJ Dillashaw,0.34,181.0,5.0,0.0,"Chicago, Illinois, USA",5.0,4.0,Bantamweight,0.0,KO/TKO,2015.0,3.9,3.78,167.64000000000001,70.0,Orthodox,0.36,0.57,0.5,0.41,1.49,0.91,145,1987,34,9,0,1,3.47,5.09,167.64000000000001,67.0,Orthodox,0.41,0.62,0.8,0.3,1.56,0.77,135.0,1986.0,18.0,5.0,0.0,0.0,28.0,29.0
UFC 190: Rousey vs Correia,Warlley Alves,0.44,38.0,3.0,2.0,Nordine Taleb,0.5,34.0,2.0,0.0,"Rio de Janeiro, Rio de Janeiro, Brazil",3.0,2.0,Welterweight,1.0,SUB,2015.0,3.95,3.04,180.34,72.0,Orthodox,0.48,0.5,0.8,0.5,1.22,0.62,185,1991,15,8,0,0,2.62,3.66,185.42,74.0,Orthodox,0.51,0.66,0.0,0.76,1.94,0.73,170.0,1981.0,15.0,7.0,0.0,0.0,24.0,34.0
UFC 190: Rousey vs Correia,Clint Hester,0.76,75.0,1.0,1.0,Vitor Miranda,0.44,34.0,5.0,1.0,"Rio de Janeiro, Rio de Janeiro, Brazil",3.0,2.0,Middleweight,0.0,KO/TKO,2015.0,3.44,3.36,187.96,77.0,Orthodox,0.42,0.56,0.0,0.35,1.02,0.6,205,1986,11,6,0,0,2.95,2.98,185.42,77.0,Orthodox,0.45,0.58,0.2,0.55,0.95,0.5,185.0,1979.0,12.0,5.0,0.0,0.0,29.0,36.0
UFC 190: Rousey vs Correia,Iuri Alcantara,0.52,101.0,0.0,0.0,Leandro Issa,0.47,55.0,10.0,1.0,"Rio de Janeiro, Rio de Janeiro, Brazil",3.0,3.0,Bantamweight,1.0,U-DEC,2015.0,2.79,2.72,175.26,71.0,Southpaw,0.45,0.49,0.8,0.62,1.44,0.6,135,1980,35,10,0,1,3.17,2.08,170.18,69.0,Orthodox,0.37,0.58,1.2,0.22,2.38,0.5,135.0,1983.0,13.0,6.0,0.0,0.0,35.0,32.0
UFC 190: Rousey vs Correia,Rafael Cavalcante,0.51,45.0,0.0,0.0,Patrick Cummins,0.53,92.0,14.0,8.0,"Rio de Janeiro, Rio de Janeiro, Brazil",3.0,3.0,Light Heavyweight,0.0,KO/TKO,2015.0,3.62,2.71,185.42,74.0,Orthodox,0.53,0.49,0.1,0.4,0.6,0.63,205,1980,12,7,0,1,3.35,4.26,187.96,76.0,Orthodox,0.5,0.55,0.1,0.41,4.49,0.28,205.0,1980.0,10.0,7.0,0.0,0.0,35.0,35.0
UFC 190: Rousey vs Correia,Jessica Aguilar,0.44,248.0,4.0,4.0,Claudia Gadelha,0.37,189.0,3.0,0.0,"Rio de Janeiro, Rio de Janeiro, Brazil",3.0,3.0,Women's Strawweight,0.0,U-DEC,2015.0,7.19,4.93,160.02,63.0,Orthodox,0.5,0.53,0.2,0.25,0.94,0.5,115,1982,20,8,0,0,4.57,3.31,162.56,63.0,Orthodox,0.41,0.57,0.7,0.42,3.03,0.58,115.0,1988.0,18.0,5.0,0.0,0.0,33.0,27.0
UFC 190: Rousey vs Correia,Neil Magny,0.76,17.0,2.0,2.0,Demian Maia,0.0,4.0,0.0,0.0,"Rio de Janeiro, Rio de Janeiro, Brazil",3.0,2.0,Welterweight,0.0,SUB,2015.0,2.48,3.43,190.5,80.0,Orthodox,0.46,0.51,0.2,0.38,2.12,0.53,170,1987,29,14,0,0,2.07,1.8,185.42,72.0,Southpaw,0.43,0.63,1.0,0.24,2.49,0.61,170.0,1977.0,28.0,11.0,0.0,0.0,28.0,38.0
UFC 190: Rousey vs Correia,Antonio Silva,0.57,28.0,1.0,0.0,Soa Palelei,0.54,35.0,3.0,1.0,"Rio de Janeiro, Rio de Janeiro, Brazil",3.0,2.0,Heavyweight,1.0,KO/TKO,2015.0,3.09,2.89,193.04,82.0,Orthodox,0.45,0.5,0.8,0.29,0.82,0.66,264,1979,19,12,1,0,2.68,2.47,193.04,81.0,Orthodox,0.57,0.48,0.0,0.47,2.2,0.66,265.0,1977.0,22.0,5.0,0.0,0.0,36.0,38.0
UFC 190: Rousey vs Correia,Stefan Struve,0.59,156.0,0.0,0.0,Antonio Rodrigo Nogueira,0.52,113.0,14.0,1.0,"Rio de Janeiro, Rio de Janeiro, Brazil",3.0,3.0,Heavyweight,1.0,U-DEC,2015.0,4.04,3.12,210.82,84.0,Orthodox,0.47,0.46,1.7,0.46,0.56,0.55,265,1988,33,13,0,0,2.4,1.95,190.5,77.0,Orthodox,0.42,0.55,2.4,0.29,1.3,0.36,240.0,1976.0,34.0,10.0,1.0,1.0,27.0,39.0
UFC 190: Rousey vs Correia,Glaico Franca Moreira,0.74,31.0,9.0,4.0,Fernando Bruno,0.62,32.0,11.0,2.0,"Rio de Janeiro, Rio de Janeiro, Brazil",3.0,3.0,Lightweight,1.0,SUB,2015.0,3.46,2.35,182.88,77.0,Orthodox,0.42,0.47,0.3,0.42,2.68,0.76,155,1991,15,5,0,0,1.78,1.75,167.64000000000001,67.0,Open Stance,0.39,0.48,0.5,0.22,2.02,0.56,145.0,1982.0,15.0,4.0,0.0,0.0,24.0,33.0
UFC 189: Mendes vs McGregor,Cathal Pendred,0.51,87.0,2.0,0.0,John Howard,0.54,88.0,1.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Welterweight,0.0,S-DEC,2015.0,3.01,2.49,185.42,75.0,Orthodox,0.44,0.55,0.4,0.23,2.46,0.83,170,1987,17,4,1,0,3.08,2.15,170.18,72.0,Orthodox,0.5,0.51,0.4,0.49,2.7,0.53,170.0,1983.0,24.0,13.0,0.0,0.0,28.0,32.0
UFC 190: Rousey vs Correia,Rogerio Nogueira,0.54,98.0,5.0,2.0,Mauricio Rua,0.37,166.0,0.0,0.0,"Rio de Janeiro, Rio de Janeiro, Brazil",3.0,3.0,Light Heavyweight,0.0,U-DEC,2015.0,2.34,2.43,187.96,75.0,Southpaw,0.35,0.59,0.8,0.44,0.64,0.62,205,1976,23,10,0,0,2.79,3.57,185.42,76.0,Orthodox,0.5,0.54,0.7,0.48,2.01,0.49,205.0,1981.0,27.0,14.0,1.0,0.0,39.0,34.0
UFC 190: Rousey vs Correia,Dileno Lopes,0.56,105.0,1.0,0.0,Reginaldo Vieira,0.42,109.0,4.0,3.0,"Rio de Janeiro, Rio de Janeiro, Brazil",3.0,3.0,Bantamweight,0.0,U-DEC,2015.0,3.33,2.37,165.1,66.0,Open Stance,0.36,0.53,1.5,0.31,2.5,1.0,135,1984,19,3,0,0,2.89,3.76,170.18,65.0,Orthodox,0.4,0.59,0.8,0.27,1.97,0.25,135.0,1982.0,13.0,5.0,0.0,0.0,31.0,33.0
UFC 189: Mendes vs McGregor,Tim Means,0.67,37.0,1.0,1.0,Matt Brown,0.4,40.0,2.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Welterweight,0.0,SUB,2015.0,3.65,5.04,187.96,75.0,Orthodox,0.49,0.6,0.2,0.4,1.14,0.64,170,1984,33,17,1,1,2.92,3.76,182.88,75.0,Orthodox,0.55,0.55,1.3,0.46,1.68,0.63,170.0,1981.0,26.0,19.0,0.0,0.0,31.0,34.0
UFC 189: Mendes vs McGregor,Brad Pickett,0.36,55.0,1.0,0.0,Thomas Almeida,0.43,55.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,2.0,Bantamweight,0.0,KO/TKO,2015.0,4.63,3.02,167.64000000000001,68.0,Orthodox,0.31,0.55,0.4,0.44,2.47,0.58,135,1978,25,14,0,0,4.93,4.84,170.18,70.0,Southpaw,0.43,0.61,0.0,0.14,0.17,0.75,145.0,1991.0,22.0,5.0,0.0,0.0,37.0,24.0
UFC 189: Mendes vs McGregor,Alex Garcia,0.2,94.0,0.0,0.0,Mike Swick,0.23,102.0,5.0,5.0,"Las Vegas, Nevada, USA",3.0,3.0,Welterweight,1.0,U-DEC,2015.0,3.03,1.81,175.26,72.0,Orthodox,0.31,0.59,0.1,0.52,3.72,0.66,170,1987,15,6,0,0,2.29,2.36,185.42,77.0,Orthodox,0.37,0.54,0.6,0.5,1.06,0.61,170.0,1979.0,15.0,6.0,0.0,0.0,28.0,36.0
UFC 189: Mendes vs McGregor,Gunnar Nelson,0.75,8.0,0.0,0.0,Brandon Thatch,0.57,14.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Welterweight,1.0,SUB,2015.0,3.06,1.77,180.34,72.0,Switch,0.61,0.48,1.0,0.52,2.0,0.68,170,1988,19,6,1,0,3.63,2.7,187.96,74.0,Switch,0.42,0.52,0.7,0.66,1.36,0.5,170.0,1985.0,11.0,5.0,0.0,0.0,27.0,30.0
UFC 190: Rousey vs Correia,Ronda Rousey,0.59,32.0,0.0,0.0,Bethe Correia,0.64,14.0,0.0,0.0,"Rio de Janeiro, Rio de Janeiro, Brazil",5.0,1.0,Women's Bantamweight,1.0,KO/TKO,2015.0,4.14,4.17,170.18,66.0,Orthodox,0.52,0.44,4.8,0.68,6.26,0.5,135,1987,12,2,0,0,4.93,4.37,165.1,64.0,Orthodox,0.43,0.56,0.0,0.18,0.39,0.85,135.0,1983.0,11.0,6.0,1.0,0.0,28.0,32.0
UFC 189: Mendes vs McGregor,Chad Mendes,0.64,48.0,7.0,4.0,Conor McGregor,0.5,92.0,0.0,0.0,"Las Vegas, Nevada, USA",5.0,2.0,Featherweight,0.0,KO/TKO,2015.0,2.35,2.78,167.64000000000001,66.0,Orthodox,0.49,0.67,0.3,0.55,4.13,1.0,145,1985,18,5,0,0,4.66,5.32,175.26,74.0,Southpaw,0.49,0.54,0.1,0.55,0.67,0.66,155.0,1988.0,22.0,6.0,0.0,0.0,30.0,27.0
UFC Fight Night: Bisping vs Leites,Paul Redmond,0.54,37.0,1.0,0.0,Robert Whiteford,0.35,31.0,0.0,0.0,"Glasgow, Scotland, United Kingdom",3.0,1.0,Featherweight,0.0,KO/TKO,2015.0,2.99,0.72,177.8,72.0,Orthodox,0.34,0.41,0.0,0.0,0.0,0.5,145,1986,12,7,0,0,1.99,2.33,175.26,69.0,Southpaw,0.46,0.62,0.0,0.3,1.9,0.45,145.0,1983.0,14.0,4.0,0.0,0.0,29.0,32.0
UFC 189: Mendes vs McGregor,Robbie Lawler,0.44,156.0,0.0,0.0,Rory MacDonald,0.38,222.0,4.0,0.0,"Las Vegas, Nevada, USA",5.0,5.0,Welterweight,1.0,KO/TKO,2015.0,4.67,3.85,180.34,74.0,Southpaw,0.47,0.59,0.0,0.64,0.65,0.65,170,1982,30,16,0,1,2.8,3.75,182.88,76.0,Orthodox,0.42,0.62,0.4,0.47,1.77,0.88,170.0,1989.0,19.0,4.0,0.0,0.0,33.0,26.0
UFC Fight Night: Bisping vs Leites,Marcus Brimage,0.52,17.0,0.0,0.0,Jimmie Rivera,0.55,27.0,0.0,0.0,"Glasgow, Scotland, United Kingdom",3.0,1.0,Bantamweight,0.0,KO/TKO,2015.0,3.64,3.97,162.56,71.0,Southpaw,0.35,0.56,0.0,1.0,0.56,0.8,135,1985,7,7,0,0,3.9,4.03,162.56,68.0,Orthodox,0.4,0.6,0.1,0.27,0.88,0.92,135.0,1989.0,23.0,5.0,0.0,0.0,30.0,26.0
UFC Fight Night: Bisping vs Leites,Teemu Packalen,0.5,85.0,1.0,0.0,Mickael Lebout,0.57,61.0,11.0,3.0,"Glasgow, Scotland, United Kingdom",3.0,3.0,Lightweight,0.0,U-DEC,2015.0,3.91,2.57,185.42,75.0,Orthodox,0.54,0.47,1.5,0.25,2.31,1.0,155,1987,8,3,0,0,2.98,2.6,180.34,73.0,Orthodox,0.34,0.54,0.0,0.0,0.0,0.6,155.0,1987.0,16.0,7.0,1.0,1.0,28.0,28.0
UFC Fight Night: Bisping vs Leites,Paddy Holohan,0.37,75.0,3.0,1.0,Vaughan Lee,0.52,51.0,0.0,0.0,"Glasgow, Scotland, United Kingdom",3.0,3.0,Flyweight,1.0,U-DEC,2015.0,2.81,2.13,177.8,69.0,Orthodox,0.46,0.46,1.3,0.47,2.88,0.71,125,1988,12,2,1,0,2.07,3.47,167.64000000000001,66.0,Orthodox,0.47,0.7,1.0,0.33,0.81,0.72,125.0,1982.0,14.0,13.0,1.0,0.0,27.0,33.0
UFC Fight Night: Bisping vs Leites,Leonardo Mafra,0.46,41.0,0.0,0.0,Stevie Ray,0.57,40.0,0.0,0.0,"Glasgow, Scotland, United Kingdom",3.0,1.0,Lightweight,0.0,KO/TKO,2015.0,4.38,4.55,177.8,70.0,Orthodox,0.48,0.43,0.4,0.83,2.12,0.69,155,1989,13,4,0,0,2.93,3.73,177.8,70.0,Southpaw,0.44,0.54,0.6,0.46,0.75,0.55,155.0,1990.0,23.0,9.0,0.0,0.0,26.0,25.0
UFC 189: Mendes vs McGregor,Jeremy Stephens,0.42,82.0,6.0,1.0,Dennis Bermudez,0.52,73.0,2.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Featherweight,1.0,KO/TKO,2015.0,3.14,3.15,175.26,71.0,Orthodox,0.4,0.58,0.4,0.38,1.11,0.62,155,1986,28,20,0,1,3.07,4.42,167.64000000000001,66.0,Orthodox,0.46,0.59,1.1,0.4,3.89,0.82,155.0,1986.0,17.0,9.0,0.0,0.0,29.0,29.0
UFC Fight Night: Bisping vs Leites,Ilir Latifi,0.77,9.0,0.0,0.0,Hans Stringer,0.4,5.0,0.0,0.0,"Glasgow, Scotland, United Kingdom",3.0,1.0,Light Heavyweight,1.0,KO/TKO,2015.0,2.93,2.05,177.8,73.0,Orthodox,0.45,0.56,0.3,0.35,2.11,1.0,230,1982,17,9,0,1,2.84,3.16,190.5,77.0,Orthodox,0.61,0.41,0.0,0.36,2.4,0.62,205.0,1987.0,22.0,8.0,3.0,0.0,33.0,28.0
UFC Fight Night: Bisping vs Leites,Ivan Jorge,0.27,29.0,0.0,0.0,Joe Duffy,0.46,15.0,2.0,0.0,"Glasgow, Scotland, United Kingdom",3.0,1.0,Lightweight,0.0,SUB,2015.0,2.91,3.41,175.26,73.0,Orthodox,0.49,0.59,0.6,0.16,1.56,0.75,155,1980,27,7,0,0,3.78,2.68,177.8,73.0,Orthodox,0.34,0.54,0.7,0.66,0.96,0.64,155.0,1988.0,16.0,5.0,0.0,0.0,35.0,27.0
UFC Fight Night: Bisping vs Leites,Joanne Wood,0.64,140.0,4.0,3.0,Cortney Casey,0.61,92.0,0.0,0.0,"Glasgow, Scotland, United Kingdom",3.0,3.0,Women's Strawweight,1.0,U-DEC,2015.0,4.89,7.1,167.64000000000001,65.0,Orthodox,0.51,0.51,0.3,0.55,1.52,0.58,125,1985,17,8,0,0,4.0,4.29,170.18,67.0,Orthodox,0.39,0.55,0.5,0.31,0.39,0.39,125.0,1987.0,10.0,10.0,0.0,0.0,30.0,28.0
UFC Fight Night: Bisping vs Leites,Ross Pearson,0.57,28.0,0.0,0.0,Evan Dunham,0.54,48.0,13.0,5.0,"Glasgow, Scotland, United Kingdom",3.0,3.0,Lightweight,0.0,U-DEC,2015.0,4.09,3.68,172.72,69.0,Orthodox,0.4,0.62,0.0,0.35,0.74,0.75,155,1984,20,16,0,1,3.54,5.33,177.8,70.0,Southpaw,0.39,0.61,1.0,0.33,1.82,0.79,155.0,1981.0,18.0,9.0,1.0,0.0,31.0,34.0
UFC Fight Night: Bisping vs Leites,Leon Edwards,0.5,71.0,4.0,0.0,Pawel Pawlak,0.3,78.0,4.0,0.0,"Glasgow, Scotland, United Kingdom",3.0,3.0,Welterweight,1.0,U-DEC,2015.0,2.42,2.62,187.96,74.0,Southpaw,0.54,0.53,0.4,0.36,1.18,0.63,170,1991,22,5,0,1,2.22,1.67,182.88,73.0,Orthodox,0.33,0.53,0.0,0.37,1.0,0.7,170.0,1989.0,12.0,3.0,0.0,0.0,24.0,26.0
UFC Fight Night: Bisping vs Leites,Michael Bisping,0.41,277.0,0.0,0.0,Thales Leites,0.4,194.0,4.0,1.0,"Glasgow, Scotland, United Kingdom",5.0,5.0,Middleweight,1.0,S-DEC,2015.0,2.71,4.33,185.42,75.0,Orthodox,0.38,0.65,0.3,0.43,1.05,0.63,185,1979,30,9,0,0,2.99,2.13,185.42,78.0,Orthodox,0.4,0.52,1.1,0.27,2.1,0.3,185.0,1981.0,28.0,9.0,0.0,0.0,36.0,34.0
UFC 188: Velasquez vs Werdum,Efrain Escudero,1.0,1.0,0.0,0.0,Drew Dober,0.0,3.0,0.0,0.0,"Mexico City, Distrito Federal, Mexico",3.0,1.0,Lightweight,1.0,SUB,2015.0,2.3,2.92,175.26,71.0,Orthodox,0.44,0.63,0.8,0.4,1.31,0.66,155,1986,28,12,0,0,4.33,4.36,172.72,70.0,Southpaw,0.4,0.51,0.1,0.17,0.66,0.56,155.0,1988.0,27.0,15.0,0.0,1.0,29.0,27.0
UFC 188: Velasquez vs Werdum,Patrick Williams,0.0,1.0,1.0,0.0,Alejandro Perez,0.5,4.0,0.0,0.0,"Mexico City, Distrito Federal, Mexico",3.0,1.0,Bantamweight,1.0,SUB,2015.0,4.12,4.12,172.72,73.0,Orthodox,0.51,0.52,0.5,0.41,2.71,1.0,135,1981,8,6,0,0,3.18,3.45,167.64000000000001,67.0,Orthodox,0.35,0.61,0.3,0.22,0.54,0.7,135.0,1989.0,23.0,9.0,1.0,0.0,34.0,26.0
UFC 188: Velasquez vs Werdum,Chico Camus,0.43,143.0,15.0,1.0,Henry Cejudo,0.33,144.0,1.0,0.0,"Mexico City, Distrito Federal, Mexico",3.0,3.0,Flyweight,0.0,U-DEC,2015.0,2.46,2.58,167.64000000000001,66.0,Orthodox,0.41,0.64,0.4,0.4,0.77,0.72,125,1985,17,7,0,1,3.46,3.82,162.56,64.0,Orthodox,0.47,0.59,0.1,0.31,1.84,0.76,135.0,1987.0,16.0,5.0,0.0,0.0,30.0,28.0
UFC 188: Velasquez vs Werdum,Kelvin Gastelum,0.53,110.0,2.0,1.0,Nate Marquardt,0.36,49.0,2.0,0.0,"Mexico City, Distrito Federal, Mexico",3.0,2.0,Middleweight,1.0,KO/TKO,2015.0,3.49,3.67,175.26,71.0,Southpaw,0.42,0.57,0.1,0.34,1.05,0.58,185,1991,20,10,0,1,2.32,2.71,182.88,74.0,Orthodox,0.49,0.55,0.8,0.51,1.87,0.7,185.0,1979.0,35.0,19.0,2.0,0.0,24.0,36.0
UFC 188: Velasquez vs Werdum,Charles Rosa,0.56,100.0,1.0,1.0,Yair Rodriguez,0.49,79.0,14.0,5.0,"Mexico City, Distrito Federal, Mexico",3.0,3.0,Featherweight,0.0,S-DEC,2015.0,3.86,3.08,175.26,69.0,Switch,0.36,0.47,1.0,0.35,1.67,0.38,145,1986,14,8,0,0,3.78,4.65,180.34,71.0,Orthodox,0.46,0.52,0.6,0.29,0.71,0.59,145.0,1992.0,21.0,6.0,0.0,1.0,29.0,23.0
UFC 188: Velasquez vs Werdum,Eddie Alvarez,0.28,129.0,1.0,0.0,Gilbert Melendez,0.48,64.0,11.0,3.0,"Mexico City, Distrito Federal, Mexico",3.0,3.0,Lightweight,1.0,S-DEC,2015.0,4.39,4.32,175.26,69.0,Orthodox,0.41,0.55,0.5,0.36,2.92,0.92,155,1984,29,6,0,1,2.53,3.44,175.26,73.0,Orthodox,0.33,0.63,0.2,0.41,1.64,0.71,145.0,1982.0,22.0,8.0,0.0,0.0,31.0,33.0
UFC 188: Velasquez vs Werdum,Tecia Pennington,0.4,80.0,12.0,2.0,Angela Hill,0.39,68.0,0.0,0.0,"Mexico City, Distrito Federal, Mexico",3.0,3.0,Women's Strawweight,1.0,U-DEC,2015.0,3.48,4.78,154.94,60.0,Orthodox,0.48,0.61,0.1,0.13,0.54,0.62,115,1989,15,7,0,0,4.92,5.47,160.02,64.0,Orthodox,0.5,0.61,0.1,0.32,0.81,0.75,115.0,1985.0,18.0,14.0,0.0,0.0,26.0,30.0
UFC Fight Night: Machida vs Romero,Steve Montgomery,0.32,28.0,0.0,0.0,Tony Sims,0.52,19.0,1.0,0.0,"Hollywood, Florida, USA",3.0,1.0,Welterweight,0.0,KO/TKO,2015.0,4.12,4.85,193.04,78.0,Southpaw,0.39,0.47,0.0,0.0,0.0,0.64,185,1990,9,5,0,0,0.76,1.81,180.34,70.0,Southpaw,0.63,0.65,0.7,0.5,0.71,0.5,155.0,1985.0,12.0,4.0,0.0,0.0,25.0,30.0
UFC Fight Night: Machida vs Romero,Danny Martinez,0.32,184.0,0.0,0.0,Sirwan Kakai,0.35,146.0,10.0,5.0,"Hollywood, Florida, USA",3.0,3.0,Bantamweight,0.0,U-DEC,2015.0,3.77,2.73,167.64000000000001,67.0,Orthodox,0.28,0.63,0.0,0.45,3.0,0.36,125,1985,21,8,0,0,4.63,3.57,165.1,66.0,Orthodox,0.41,0.62,0.0,0.42,4.0,0.83,135.0,1989.0,12.0,5.0,0.0,0.0,30.0,26.0
UFC Fight Night: Machida vs Romero,Lewis Gonzalez,0.58,48.0,8.0,3.0,Leandro Silva,0.37,56.0,6.0,2.0,"Hollywood, Florida, USA",3.0,3.0,Welterweight,0.0,U-DEC,2015.0,1.87,1.4,177.8,72.0,Orthodox,0.37,0.41,0.0,0.33,2.0,0.62,170,1987,11,3,0,0,2.08,2.39,175.26,72.0,Orthodox,0.48,0.63,0.4,0.37,1.76,0.65,155.0,1985.0,20.0,6.0,1.0,1.0,28.0,30.0
UFC Fight Night: Machida vs Romero,Joe Merritt,0.33,33.0,16.0,5.0,Alex Oliveira,0.58,39.0,2.0,0.0,"Hollywood, Florida, USA",3.0,3.0,Welterweight,0.0,U-DEC,2015.0,0.73,1.53,182.88,74.0,Orthodox,0.58,0.66,0.0,0.0,0.0,0.68,170,1984,7,2,0,0,2.55,2.99,180.34,76.0,Orthodox,0.51,0.46,0.6,0.38,2.35,0.63,170.0,1988.0,22.0,12.0,1.0,2.0,31.0,27.0
UFC Fight Night: Machida vs Romero,Hacran Dias,0.51,33.0,10.0,3.0,Levan Makashvili,0.56,65.0,8.0,2.0,"Hollywood, Florida, USA",3.0,3.0,Featherweight,1.0,S-DEC,2015.0,3.31,2.08,172.72,69.0,Orthodox,0.41,0.55,0.5,0.39,2.5,0.76,155,1984,23,6,1,0,2.07,2.87,172.72,68.0,Orthodox,0.54,0.61,0.0,0.42,3.67,0.85,145.0,1989.0,15.0,2.0,1.0,0.0,31.0,26.0
UFC 188: Velasquez vs Werdum,Fabricio Werdum,0.52,169.0,5.0,4.0,Cain Velasquez,0.55,174.0,3.0,1.0,"Mexico City, Distrito Federal, Mexico",5.0,3.0,Heavyweight,1.0,SUB,2015.0,2.64,3.59,193.04,77.0,Orthodox,0.52,0.55,1.2,0.31,1.75,0.31,231,1977,24,9,1,0,2.33,6.37,185.42,77.0,Orthodox,0.57,0.57,0.4,0.45,5.13,0.85,240.0,1982.0,14.0,3.0,0.0,0.0,38.0,33.0
UFC Fight Night: Machida vs Romero,Thiago Santos,0.75,4.0,0.0,0.0,Steve Bosse,0.0,1.0,0.0,0.0,"Hollywood, Florida, USA",3.0,1.0,Middleweight,1.0,KO/TKO,2015.0,2.57,3.72,187.96,76.0,Orthodox,0.48,0.53,0.1,0.33,0.88,0.65,205,1984,22,11,0,0,5.38,5.99,180.34,72.0,Orthodox,0.52,0.5,0.0,0.33,0.92,1.0,205.0,1981.0,12.0,2.0,0.0,0.0,31.0,34.0
