card_name,f1,f1_sig_strike_per,f1_sig_strike_total,f1_td_attempt,f1_td_succeed,f2,f2_sig_strike_per,f2_sig_strike_total,f2_td_attempt,f2_td_succeed,fights_location,round_format,round_fought,weight_class,winner,winning_method,fight_year,SApM_f1,SLpM_f1,height_f1,reach_f1,stance_f1,strAcc_f1,strDef_f1,subAvg_f1,tdAcc_f1,tdAvg_f1,tdDef_f1,weight_f1,born_year_f1,win_f1,lose_f1,draw_f1,nc_f1,SApM_f2,SLpM_f2,height_f2,reach_f2,stance_f2,strAcc_f2,strDef_f2,subAvg_f2,tdAcc_f2,tdAvg_f2,tdDef_f2,weight_f2,born_year_f2,win_f2,lose_f2,draw_f2,nc_f2,f1_age_when_fight,f2_age_when_fight
UFC Fight Night: Whittaker vs. Till,Nathaniel Wood,0.56,232.0,3.0,1.0,John Castaneda,0.42,130.0,1.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Bantamweight,1.0,U-DEC,2020.0,4.09,4.44,172.72,70.0,Southpaw,0.49,0.56,0.1,0.35,0.38,0.68,135,1994,19,6,0,0,3.5,3.94,167.64000000000001,66.0,Orthodox,0.47,0.52,0.1,0.31,1.74,0.61,135.0,1980.0,13.0,7.0,0.0,0.0,26.0,40.0
UFC Fight Night: Whittaker vs. Till,Ramazan Emeev,0.43,67.0,12.0,4.0,Niklas Stolze,0.41,72.0,1.0,1.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Welterweight,1.0,U-DEC,2020.0,4.89,7.1,167.64000000000001,65.0,Orthodox,0.51,0.51,0.3,0.55,1.52,0.58,125,1985,17,8,0,0,4.52,4.35,162.56,64.0,Orthodox,0.38,0.55,0.1,0.27,0.42,0.58,125.0,1988.0,21.0,10.0,1.0,0.0,35.0,32.0
UFC Fight Night: Whittaker vs. Till,Bethe Correia,0.39,143.0,5.0,1.0,Pannie Kianzad,0.51,199.0,0.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Women's Bantamweight,0.0,U-DEC,2020.0,3.89,5.66,167.64000000000001,69.0,Orthodox,0.51,0.56,0.6,0.48,1.41,0.72,145,1993,21,6,0,0,4.94,4.42,167.64000000000001,71.0,Switch,0.5,0.53,0.1,0.37,1.68,0.73,135.0,1991.0,21.0,8.0,0.0,0.0,27.0,29.0
UFC Fight Night: Whittaker vs. Till,Mike Grundy,0.52,150.0,0.0,0.0,Movsar Evloev,0.3,66.0,15.0,6.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Featherweight,0.0,U-DEC,2020.0,2.14,2.53,177.8,76.0,Southpaw,0.45,0.65,0.7,0.29,2.37,0.66,170,1987,20,6,0,0,2.25,2.12,185.42,74.0,Switch,0.48,0.49,0.7,1.0,0.66,0.55,155.0,1992.0,12.0,6.0,0.0,0.0,33.0,28.0
UFC Fight Night: Whittaker vs. Till,Raphael Pessoa,0.71,60.0,0.0,0.0,Tanner Boser,0.33,36.0,1.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,2.0,Heavyweight,0.0,KO/TKO,2020.0,4.93,4.37,165.1,64.0,Orthodox,0.43,0.56,0.0,0.18,0.39,0.85,135,1983,11,6,1,0,4.09,4.88,170.18,66.0,Orthodox,0.49,0.51,0.1,0.33,0.41,0.65,135.0,1991.0,17.0,9.0,0.0,0.0,37.0,29.0
UFC Fight Night: Whittaker vs. Till,Jake Collier,1.0,10.0,0.0,0.0,Tom Aspinall,0.33,9.0,0.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,1.0,Heavyweight,0.0,KO/TKO,2020.0,4.45,2.09,170.18,72.0,Orthodox,0.45,0.56,0.4,0.28,4.06,0.5,145,1987,12,4,0,0,2.66,3.99,170.18,72.0,Orthodox,0.48,0.6,0.2,0.48,4.67,0.61,145.0,1994.0,19.0,0.0,0.0,0.0,33.0,26.0
UFC Fight Night: Whittaker vs. Till,Jesse Ronson,0.4,50.0,0.0,0.0,Nicolas Dalby,0.66,45.0,0.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,1.0,Welterweight,0.0,Overturned,2020.0,3.43,2.16,190.5,78.0,Orthodox,0.26,0.42,0.0,0.0,0.0,1.0,262,1989,10,2,0,0,2.75,4.7,187.96,75.0,Orthodox,0.52,0.58,0.0,0.0,0.0,0.63,205.0,1991.0,21.0,10.0,1.0,0.0,31.0,29.0
UFC Fight Night: Whittaker vs. Till,Jai Herbert,0.51,58.0,3.0,2.0,Francisco Trinaldo,0.3,70.0,0.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Lightweight,0.0,KO/TKO,2020.0,5.08,5.8,190.5,78.0,Orthodox,0.44,0.5,0.6,0.33,0.71,0.67,230,1988,13,10,0,0,2.89,8.07,195.57999999999998,78.0,Orthodox,0.67,0.65,1.6,1.0,3.27,1.0,256.0,1993.0,15.0,3.0,0.0,0.0,32.0,27.0
UFC Fight Night: Whittaker vs. Till,Peter Sobotta,0.48,93.0,0.0,0.0,Alex Oliveira,0.43,67.0,3.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Welterweight,0.0,U-DEC,2020.0,3.39,3.54,177.8,70.0,Southpaw,0.47,0.57,0.5,0.28,0.46,0.57,155,1985,21,12,0,1,3.69,4.05,180.34,74.0,Orthodox,0.43,0.52,0.1,0.27,0.98,0.58,170.0,1984.0,23.0,6.0,1.0,2.0,35.0,36.0
UFC Fight Night: Whittaker vs. Till,Gadzhimurad Antigulov,0.4,5.0,0.0,0.0,Paul Craig,0.68,16.0,2.0,1.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,1.0,Light Heavyweight,0.0,SUB,2020.0,3.26,3.07,185.42,77.0,Orthodox,0.4,0.53,0.0,0.21,0.43,0.66,155,1988,13,6,1,0,2.67,3.13,175.26,70.0,Southpaw,0.45,0.6,0.5,0.42,0.98,0.6,170.0,1978.0,28.0,9.0,0.0,0.0,32.0,42.0
UFC Fight Night: Whittaker vs. Till,Carla Esparza,0.55,60.0,9.0,5.0,Marina Rodriguez,0.52,76.0,0.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Women's Strawweight,1.0,S-DEC,2020.0,2.9,2.14,182.88,75.0,Southpaw,0.4,0.58,0.5,0.32,1.53,0.77,170,1987,17,7,1,0,2.55,2.99,180.34,76.0,Orthodox,0.51,0.46,0.6,0.38,2.35,0.63,170.0,1988.0,22.0,12.0,1.0,2.0,33.0,32.0
UFC Fight Night: Whittaker vs. Till,Alexander Gustafsson,0.8,5.0,2.0,1.0,Fabricio Werdum,0.57,19.0,0.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,1.0,Heavyweight,0.0,SUB,2020.0,4.21,2.08,180.34,70.0,Orthodox,0.55,0.4,1.4,0.36,5.08,0.0,205,1987,20,8,0,0,3.0,2.54,190.5,76.0,Orthodox,0.45,0.43,1.4,0.19,1.47,0.35,205.0,1987.0,17.0,9.0,1.0,1.0,33.0,33.0
UFC 251: Usman vs. Masvidal,Makwan Amirkhani,0.33,6.0,1.0,1.0,Danny Henry,0.37,16.0,0.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,1.0,Featherweight,1.0,SUB,2020.0,2.87,2.19,154.94,63.0,Orthodox,0.39,0.54,0.3,0.36,3.28,0.47,115,1987,20,8,0,0,3.01,4.51,167.64000000000001,65.0,Orthodox,0.46,0.55,0.3,0.5,0.27,0.61,115.0,1987.0,17.0,6.0,2.0,0.0,33.0,33.0
UFC Fight Night: Whittaker vs. Till,Darren Till,0.43,157.0,13.0,2.0,Robert Whittaker,0.41,99.0,0.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",5.0,5.0,Middleweight,0.0,U-DEC,2020.0,3.53,4.03,195.57999999999998,79.0,Orthodox,0.4,0.51,0.4,0.39,1.53,0.83,205,1987,18,8,0,0,2.64,3.59,193.04,77.0,Orthodox,0.52,0.55,1.2,0.31,1.75,0.31,231.0,1977.0,24.0,9.0,1.0,0.0,33.0,43.0
UFC 251: Usman vs. Masvidal,Paige VanZant,0.85,7.0,1.0,1.0,Amanda Ribas,0.6,5.0,0.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,1.0,Women's Flyweight,0.0,SUB,2020.0,2.98,1.33,177.8,72.0,Southpaw,0.44,0.46,1.1,0.43,3.96,0.35,145,1988,17,9,0,0,4.16,5.2,182.88,73.0,Orthodox,0.51,0.45,2.2,0.33,0.74,0.5,145.0,1988.0,12.0,4.0,0.0,0.0,32.0,32.0
UFC Fight Night: Whittaker vs. Till,Mauricio Rua,0.52,103.0,4.0,2.0,Rogerio Nogueira,0.46,100.0,0.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Light Heavyweight,1.0,S-DEC,2020.0,3.31,2.3,182.88,74.0,Southpaw,0.46,0.56,0.0,0.46,0.55,0.69,185,1992,18,5,1,0,3.41,4.54,182.88,73.0,Orthodox,0.43,0.59,0.0,0.38,0.8,0.81,185.0,1990.0,27.0,9.0,0.0,0.0,28.0,30.0
UFC 251: Usman vs. Masvidal,Elizeu Zaleski dos Santos,0.33,138.0,4.0,0.0,Muslim Salikhov,0.45,88.0,3.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Welterweight,0.0,S-DEC,2020.0,2.62,3.35,162.56,65.0,Orthodox,0.52,0.42,1.0,0.33,1.27,0.34,115,1994,8,5,0,0,3.24,4.29,162.56,66.0,Orthodox,0.39,0.6,0.6,0.53,2.06,0.83,115.0,1993.0,13.0,7.0,0.0,0.0,26.0,27.0
UFC 251: Usman vs. Masvidal,Volkan Oezdemir,0.44,92.0,1.0,0.0,Jiri Prochazka,0.45,73.0,0.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,2.0,Light Heavyweight,0.0,KO/TKO,2020.0,2.79,3.57,185.42,76.0,Orthodox,0.5,0.54,0.7,0.48,2.01,0.49,205,1981,27,14,1,0,2.34,2.43,187.96,75.0,Southpaw,0.35,0.59,0.8,0.44,0.64,0.62,205.0,1976.0,23.0,10.0,0.0,0.0,39.0,44.0
UFC 251: Usman vs. Masvidal,Petr Yan,0.62,309.0,2.0,1.0,Jose Aldo,0.52,157.0,1.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",5.0,5.0,Bantamweight,1.0,KO/TKO,2020.0,3.52,4.26,180.34,73.0,Orthodox,0.41,0.56,0.5,0.2,0.75,0.68,170,1986,25,9,1,0,2.9,3.38,180.34,70.0,Orthodox,0.49,0.62,0.0,0.32,1.08,0.72,170.0,1984.0,22.0,5.0,0.0,0.0,34.0,36.0
UFC 251: Usman vs. Masvidal,Max Holloway,0.5,272.0,9.0,3.0,Alexander Volkanovski,0.38,268.0,0.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",5.0,5.0,Featherweight,0.0,S-DEC,2020.0,4.22,4.95,187.96,75.0,Orthodox,0.48,0.55,0.1,0.29,0.5,0.8,205,1989,20,8,0,0,5.7,5.74,190.5,80.0,Orthodox,0.55,0.43,0.2,0.6,0.6,0.68,205.0,1992.0,31.0,5.0,1.0,0.0,31.0,28.0
UFC 251: Usman vs. Masvidal,Rose Namajunas,0.34,205.0,3.0,1.0,Jessica Andrade,0.34,235.0,1.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Women's Strawweight,1.0,S-DEC,2020.0,4.13,5.11,170.18,67.0,Switch,0.54,0.58,0.1,0.49,1.61,0.84,135,1993,19,5,0,0,3.81,3.65,170.18,70.0,Orthodox,0.46,0.6,0.1,0.51,0.47,0.92,135.0,1986.0,32.0,10.0,0.0,0.0,27.0,34.0
UFC Fight Night: Poirier vs. Hooker,Jordan Griffin,0.4,69.0,8.0,2.0,Youssef Zalal,0.52,112.0,2.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Featherweight,0.0,U-DEC,2020.0,4.74,7.2,180.34,69.0,Orthodox,0.48,0.59,0.3,0.53,0.24,0.83,145,1991,27,8,0,0,3.36,6.18,167.64000000000001,71.0,Orthodox,0.56,0.58,0.2,0.34,1.67,0.7,145.0,1988.0,27.0,4.0,0.0,0.0,29.0,32.0
UFC 251: Usman vs. Masvidal,Jorge Masvidal,0.62,151.0,16.0,5.0,Kamaru Usman,0.52,125.0,0.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",5.0,5.0,Welterweight,0.0,U-DEC,2020.0,3.38,3.6,165.1,65.0,Orthodox,0.41,0.63,0.4,0.5,1.49,0.62,125,1992,15,7,0,0,5.49,6.39,154.94,62.0,Orthodox,0.5,0.54,0.3,0.54,2.21,0.71,115.0,1991.0,26.0,14.0,0.0,0.0,28.0,29.0
UFC Fight Night: Poirier vs. Hooker,Kay Hansen,0.56,55.0,11.0,2.0,Jinh Yu Frey,0.56,46.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Women's Strawweight,1.0,SUB,2020.0,3.02,2.52,177.8,73.0,Southpaw,0.46,0.5,1.9,0.35,1.45,0.42,145,1990,18,9,0,0,1.8,3.07,177.8,72.0,Switch,0.5,0.66,1.3,0.3,2.09,0.59,145.0,1996.0,17.0,5.0,1.0,0.0,30.0,24.0
UFC Fight Night: Poirier vs. Hooker,Philipe Lins,0.35,17.0,0.0,0.0,Tanner Boser,0.68,22.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Heavyweight,0.0,KO/TKO,2020.0,3.05,4.05,180.34,74.0,Orthodox,0.47,0.64,0.3,0.59,1.38,0.72,170,1984,35,17,0,0,2.67,4.16,182.88,76.0,Switch,0.51,0.55,0.1,0.44,2.79,0.89,170.0,1987.0,21.0,4.0,0.0,0.0,36.0,33.0
UFC Fight Night: Poirier vs. Hooker,Takashi Sato,0.85,21.0,0.0,0.0,Jason Witt,0.4,5.0,1.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Welterweight,1.0,KO/TKO,2020.0,3.19,3.01,157.48000000000002,63.0,Orthodox,0.5,0.51,0.8,0.22,1.83,0.37,115,1999,7,6,0,0,4.23,2.97,160.02,65.0,Southpaw,0.43,0.52,0.3,0.36,1.02,0.9,115.0,1985.0,11.0,10.0,0.0,0.0,21.0,35.0
UFC Fight Night: Poirier vs. Hooker,Luis Pena,0.49,77.0,7.0,3.0,Khama Worthy,0.54,101.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Lightweight,0.0,SUB,2020.0,3.59,3.8,187.96,78.0,Orthodox,0.49,0.46,0.0,0.33,1.65,1.0,205,1985,18,5,0,0,2.75,4.7,187.96,75.0,Orthodox,0.52,0.58,0.0,0.0,0.0,0.63,205.0,1991.0,21.0,10.0,1.0,0.0,35.0,29.0
UFC Fight Night: Poirier vs. Hooker,Gian Villante,0.68,105.0,0.0,0.0,Maurice Greene,0.45,137.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Heavyweight,0.0,SUB,2020.0,3.73,2.21,177.8,73.0,Southpaw,0.41,0.44,0.0,0.37,0.76,0.6,170,1990,16,7,0,0,2.54,2.15,177.8,70.0,Orthodox,0.44,0.52,0.9,0.48,6.9,1.0,170.0,1986.0,19.0,9.0,0.0,0.0,30.0,34.0
UFC Fight Night: Poirier vs. Hooker,Julian Erosa,0.48,219.0,0.0,0.0,Sean Woodson,0.5,206.0,6.0,3.0,"Las Vegas, Nevada, USA",3.0,3.0,Catch Weight,1.0,SUB,2020.0,3.12,3.66,190.5,75.0,Southpaw,0.46,0.51,1.2,0.33,1.17,0.48,155,1993,9,3,0,0,4.45,4.18,180.34,74.0,Orthodox,0.48,0.46,0.7,0.0,0.0,0.57,155.0,1986.0,16.0,9.0,0.0,0.0,27.0,34.0
UFC Fight Night: Poirier vs. Hooker,Kyle Daukaus,0.62,66.0,0.0,0.0,Brendan Allen,0.58,58.0,5.0,3.0,"Las Vegas, Nevada, USA",3.0,3.0,Middleweight,0.0,U-DEC,2020.0,5.47,4.38,190.5,76.0,Orthodox,0.44,0.55,0.0,0.23,0.45,0.83,230,1985,17,14,0,0,3.61,3.28,200.66,80.0,Orthodox,0.45,0.45,0.4,0.0,0.0,0.27,258.0,1986.0,9.0,7.0,0.0,0.0,35.0,34.0
UFC Fight Night: Poirier vs. Hooker,Mickey Gall,0.58,131.0,1.0,1.0,Mike Perry,0.51,106.0,6.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Welterweight,0.0,U-DEC,2020.0,6.27,6.21,185.42,74.0,Southpaw,0.48,0.48,0.7,0.43,1.78,0.61,145,1989,31,13,0,0,4.18,5.57,187.96,78.0,Orthodox,0.46,0.58,0.3,0.55,0.58,0.84,145.0,1992.0,13.0,2.0,1.0,0.0,31.0,28.0
UFC Fight Night: Poirier vs. Hooker,Dustin Poirier,0.66,231.0,7.0,1.0,Dan Hooker,0.61,253.0,9.0,4.0,"Las Vegas, Nevada, USA",5.0,5.0,Lightweight,1.0,U-DEC,2020.0,2.94,3.22,190.5,76.0,Southpaw,0.52,0.42,1.9,0.25,2.12,0.82,185,1993,11,4,0,1,3.96,3.85,187.96,75.0,Orthodox,0.53,0.47,1.2,0.41,1.65,0.56,185.0,1995.0,25.0,7.0,0.0,0.0,27.0,25.0
UFC 250: Nunes vs. Spencer,Devin Clark,0.45,85.0,2.0,0.0,Alonzo Menifield,0.63,124.0,10.0,1.0,"Las Vegas, Nevada, USA",3.0,3.0,Light Heavyweight,1.0,U-DEC,2020.0,4.72,3.5,187.96,74.0,Switch,0.49,0.49,1.6,0.32,1.15,0.37,170,1992,7,7,0,0,5.16,4.32,177.8,71.0,Orthodox,0.47,0.52,0.2,0.4,0.81,0.78,170.0,1991.0,14.0,8.0,0.0,0.0,28.0,29.0
UFC 250: Nunes vs. Spencer,Cody Stamann,0.49,179.0,4.0,2.0,Brian Kelleher,0.32,177.0,3.0,1.0,"Las Vegas, Nevada, USA",3.0,3.0,Featherweight,1.0,U-DEC,2020.0,4.57,5.24,175.26,72.0,Southpaw,0.5,0.52,1.2,0.35,1.15,0.64,155,1989,30,10,0,1,4.72,5.03,182.88,75.0,Switch,0.48,0.51,0.3,0.34,0.73,0.78,155.0,1990.0,24.0,12.0,0.0,0.0,31.0,30.0
UFC 250: Nunes vs. Spencer,Herbert Burns,0.5,6.0,0.0,0.0,Evan Dunham,0.5,10.0,1.0,1.0,"Las Vegas, Nevada, USA",3.0,1.0,Catch Weight,1.0,SUB,2020.0,3.24,3.03,182.88,75.0,Orthodox,0.54,0.44,0.1,0.32,2.17,0.58,205,1990,14,9,0,0,3.76,3.79,182.88,76.0,Orthodox,0.53,0.5,0.2,0.31,0.5,0.78,205.0,1987.0,17.0,5.0,1.0,0.0,30.0,33.0
UFC 250: Nunes vs. Spencer,Maki Pitolo,0.44,25.0,2.0,1.0,Charles Byrd,0.49,59.0,3.0,3.0,"Las Vegas, Nevada, USA",3.0,2.0,Middleweight,1.0,KO/TKO,2020.0,3.91,4.32,167.64000000000001,64.0,Orthodox,0.46,0.6,0.0,0.37,2.17,0.76,135,1989,21,8,1,0,4.59,3.31,167.64000000000001,66.0,Switch,0.41,0.54,0.7,0.41,1.68,0.6,135.0,1986.0,24.0,16.0,0.0,0.0,31.0,34.0
UFC 250: Nunes vs. Spencer,Ian Heinisch,0.8,25.0,0.0,0.0,Gerald Meerschaert,0.3,10.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Middleweight,1.0,KO/TKO,2020.0,5.17,1.86,175.26,73.0,Orthodox,0.36,0.41,1.8,0.34,2.94,0.66,145,1988,11,6,0,0,3.54,5.33,177.8,70.0,Southpaw,0.39,0.61,1.0,0.33,1.82,0.79,155.0,1981.0,18.0,9.0,1.0,0.0,32.0,39.0
UFC 250: Nunes vs. Spencer,Alex Perez,0.43,41.0,0.0,0.0,Jussier Formiga,0.47,61.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Flyweight,1.0,KO/TKO,2020.0,3.93,4.1,177.8,75.0,Orthodox,0.44,0.55,0.8,0.52,2.24,0.5,185,1990,13,9,0,0,2.63,3.43,177.8,73.0,Orthodox,0.55,0.55,1.5,0.5,2.5,0.4,185.0,1983.0,10.0,7.0,0.0,0.0,30.0,37.0
UFC 250: Nunes vs. Spencer,Chase Hooper,0.62,164.0,1.0,1.0,Alex Caceres,0.28,187.0,2.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Featherweight,0.0,U-DEC,2020.0,2.98,3.25,180.34,72.0,Orthodox,0.5,0.59,0.7,0.17,1.02,0.59,185,1988,14,5,0,0,3.43,3.05,185.42,77.0,Southpaw,0.45,0.53,1.4,0.31,1.86,0.42,185.0,1987.0,37.0,19.0,0.0,0.0,32.0,33.0
UFC 250: Nunes vs. Spencer,Anthony Rocco Martin,0.58,110.0,6.0,0.0,Neil Magny,0.45,82.0,2.0,1.0,"Las Vegas, Nevada, USA",3.0,3.0,Welterweight,0.0,U-DEC,2020.0,3.2,4.19,167.64000000000001,65.0,Orthodox,0.46,0.58,0.8,0.46,2.04,0.77,125,1992,25,9,0,0,2.34,1.42,165.1,67.0,Orthodox,0.39,0.64,0.6,0.35,1.82,0.87,125.0,1985.0,23.0,8.0,0.0,0.0,28.0,35.0
UFC 250: Nunes vs. Spencer,Eddie Wineland,0.57,7.0,0.0,0.0,Sean O'Malley,0.65,20.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Bantamweight,0.0,KO/TKO,2020.0,2.96,4.53,185.42,74.0,Southpaw,0.51,0.38,2.2,0.34,2.59,0.55,155,1999,16,3,1,0,3.09,4.21,177.8,73.0,Southpaw,0.49,0.62,0.7,0.68,0.54,0.64,145.0,1988.0,21.0,15.0,0.0,1.0,21.0,32.0
UFC 250: Nunes vs. Spencer,Raphael Assuncao,0.32,52.0,0.0,0.0,Cody Garbrandt,0.44,43.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,2.0,Bantamweight,0.0,KO/TKO,2020.0,2.59,2.68,182.88,73.0,Orthodox,0.37,0.58,1.0,0.27,0.71,0.68,170,1989,17,6,0,0,2.48,3.43,190.5,80.0,Orthodox,0.46,0.51,0.2,0.38,2.12,0.53,170.0,1987.0,29.0,14.0,0.0,0.0,31.0,33.0
UFC 250: Nunes vs. Spencer,Cory Sandhagen,0.66,3.0,1.0,0.0,Aljamain Sterling,0.5,2.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Bantamweight,0.0,SUB,2020.0,3.76,3.4,170.18,69.0,Orthodox,0.29,0.68,0.1,0.33,0.34,0.86,135,1984,24,16,1,0,3.48,6.3,180.34,72.0,Switch,0.61,0.6,0.3,0.42,0.27,0.61,135.0,1994.0,18.0,3.0,0.0,1.0,36.0,26.0
UFC 250: Nunes vs. Spencer,Amanda Nunes,0.57,214.0,7.0,6.0,Felicia Spencer,0.32,130.0,7.0,0.0,"Las Vegas, Nevada, USA",5.0,5.0,Women's Featherweight,1.0,U-DEC,2020.0,2.5,3.22,165.1,66.0,Orthodox,0.42,0.66,0.2,0.39,1.65,0.78,135,1982,28,10,0,0,3.64,2.88,172.72,65.0,Orthodox,0.39,0.59,0.0,0.27,0.93,0.83,135.0,1991.0,14.0,7.0,0.0,0.0,38.0,29.0
UFC Fight Night: Kattar vs. Ige,Jared Gordon,0.63,69.0,6.0,3.0,Chris Fishgold,0.34,58.0,1.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Featherweight,1.0,U-DEC,2020.0,3.34,5.06,180.34,70.0,Switch,0.45,0.56,0.3,0.34,1.28,0.63,135,1992,18,5,0,0,2.21,4.41,170.18,71.0,Orthodox,0.52,0.58,0.7,0.29,2.51,0.42,145.0,1989.0,24.0,5.0,0.0,0.0,28.0,31.0
UFC Fight Night: Kattar vs. Ige,Lerone Murphy,0.34,29.0,2.0,0.0,Ricardo Ramos,0.55,40.0,2.0,1.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,1.0,Featherweight,1.0,KO/TKO,2020.0,2.62,4.55,172.72,69.0,Orthodox,0.51,0.57,0.7,0.54,2.73,0.82,135,1988,23,5,0,0,4.54,3.21,167.64000000000001,68.0,Orthodox,0.48,0.45,0.2,0.18,1.18,0.27,145.0,1990.0,9.0,3.0,0.0,0.0,32.0,30.0
UFC Fight Night: Kattar vs. Ige,Diana Belbita,0.55,9.0,2.0,1.0,Liana Jojua,0.66,3.0,0.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,1.0,Women's Flyweight,0.0,SUB,2020.0,3.91,5.67,175.26,68.0,Orthodox,0.55,0.56,0.0,0.32,1.83,0.62,155,1988,21,7,0,1,2.7,2.01,172.72,68.0,Orthodox,0.32,0.46,1.3,0.46,2.59,0.44,145.0,1992.0,18.0,4.0,1.0,0.0,32.0,28.0
UFC Fight Night: Kattar vs. Ige,Modestas Bukauskas,0.36,49.0,0.0,0.0,Andreas Michailidis,0.5,46.0,1.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,1.0,Light Heavyweight,1.0,KO/TKO,2020.0,2.48,4.53,175.26,73.0,Orthodox,0.54,0.61,0.5,0.54,1.45,0.52,145,1991,16,0,1,0,4.06,2.97,175.26,72.0,Orthodox,0.36,0.54,0.7,0.57,2.57,0.7,145.0,1995.0,17.0,7.0,0.0,0.0,29.0,25.0
UFC Fight Night: Kattar vs. Ige,Aaron Phillips,0.64,45.0,8.0,3.0,Jack Shore,0.4,15.0,0.0,0.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,2.0,Bantamweight,0.0,SUB,2020.0,6.55,6.45,170.18,68.0,Orthodox,0.41,0.51,0.0,0.62,0.86,0.64,125,1996,15,10,0,0,5.32,2.42,162.56,62.0,Orthodox,0.3,0.54,1.3,0.66,1.71,0.5,125.0,1995.0,8.0,5.0,0.0,0.0,24.0,25.0
UFC Fight Night: Kattar vs. Ige,John Phillips,0.5,2.0,0.0,0.0,Khamzat Chimaev,0.82,52.0,2.0,2.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,2.0,Middleweight,0.0,SUB,2020.0,4.07,3.26,190.5,78.0,Switch,0.42,0.51,0.2,0.66,0.31,0.77,205,1994,18,6,0,0,3.57,2.9,182.88,76.0,Orthodox,0.51,0.44,0.0,0.27,1.12,0.5,170.0,1988.0,13.0,6.0,0.0,0.0,26.0,32.0
UFC Fight Night: Kattar vs. Ige,Molly McCann,0.45,106.0,4.0,0.0,Taila Santos,0.39,143.0,7.0,5.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Women's Flyweight,0.0,U-DEC,2020.0,3.66,1.51,175.26,71.0,Southpaw,0.53,0.43,0.6,0.5,0.86,0.44,135,1989,12,5,0,0,2.31,3.6,172.72,71.0,Orthodox,0.58,0.56,0.6,0.39,3.22,0.74,145.0,1995.0,17.0,3.0,0.0,0.0,31.0,25.0
UFC Fight Night: Kattar vs. Ige,Jimmie Rivera,0.53,89.0,3.0,2.0,Cody Stamann,0.36,72.0,5.0,1.0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3.0,3.0,Featherweight,1.0,U-DEC,2020.0,4.03,1.72,180.34,75.0,Southpaw,0.34,0.49,0.0,0.0,0.0,0.07,185,1985,22,11,0,1,3.25,5.36,187.96,75.0,Orthodox,0.58,0.41,2.8,0.46,4.31,1.0,185.0,1994.0,14.0,0.0,0.0,0.0,35.0,26.0
